,Id (Review),Review,Sentiment
4876,295550,"Called in the problem (error 42) this morning; the rep with whom I spoke insisted that the charging station was now available, after a reboot. She further insisted that I try it again, so I did and now the CCS door is locked.  A technician is scheduled to visit tomorrow (08/24/15). ",Negative
4877,295546,"Charging with a Fiat500e, both spots in use now.",Negative
4878,295545,"Nice, free charger, right on Central in front of Queenshead pub. 3 kW/h on the Volt.",Positive
4879,295543,No problem with the level 2. ,Positive
4880,295542,Quick charge Decommissioned. ,Negative
4881,295540,Supercharger is still working great.,Positive
4882,295539,Nice little bar & grill in the hotel. Tesla charger worked well. 25 MPH charge. Topped off with enough juice to comfortably get back home. ,Positive
4883,295534,au retour de Sept-îles c'est une borne nécessaire. vivement la BRCC annoncée car nous sommes ici pour 7 hrs pour rallier québéc. finalement la charge mi-parcours est aussi longue que le parcours total!!! merci tout de même ça nous évite de prendre le traversier pour la rive sud et nous pourrons découvrir      ..tadousac. Guy et Paule ,Positive
4884,295530,Had to pull in to get out the rain so I figured I could us the charger but the L2 was in use. So one of the sales people let me plug into L1 in the service bay. Thanks Sawgrass Ford!,Positive
4885,295529,Thanks Casey!,Positive
4886,295527,"Yup same had to do same , hold buttons to start charge!",Positive
4887,295525,Geat place to shop and charge,Positive
4888,295519,T tried to use today via the mobile now applicAtion. Failed due to the fact that the location numbers posted on the Chargers are incorrect. They have the old parknow numbers which do not work. Phone help nbed on the mobilenow app was useless they know nothing ,Negative
4889,295517,"Charging now, should be back by 1 o'clock.",Positive
4890,295513,"Nice Blue Prius, your charging light showed you were completely full, so I plugged in & closed your charge door.",Positive
4891,295509,Charger 2A still has a cable fault,Negative
4892,295505,"Great location, few steps from Kroger and Starbucks.",Positive
4893,295503,Doesn't respond to card. And says it's not networked. ,Negative
4894,295499,located on P2 close to the parking lot exit. 5 L2 Levitron chargers plus couple of L1 outlets available,Positive
4895,295497,"Stayed here for two nights this weekend. Hotel staff initially didn't know how to activate the charger, but they quickly made some calls and figured it out. Just need the pre-activated rfid cards they keep at the front desk.",Positive
4896,295493,"No power to outlet. Was there last week and it worked fine, but another guy plugged his in the same outlet and it blew. Tried to reset gfi outlet, but no luck. ",Negative
4897,295491,"As per the plugshare app, all 3 are in  use right now and were yesterday at one point too. Popular spot.",Negative
4898,295489,"Came on a Sunday to charge, but security guard kicked me out after 5 minutes",Negative
4899,295486,Absolutely! Get these Tesla owners reported! Selfish people who only think about themselves.,Negative
4900,295485,Hold up the card.  Lights blink green.  Red trouble light turns on. Same problem on both chargers.  ,Negative
4901,295484,"Supposedly, theft and vandalism to cars on the property after hours forced them to lock the gates. Doesn't totally make sense to me since idiots can still vandalize without needing to drive on the lot and I suspect new cars are hard to steal these days.",Negative
4902,295480,Left charger does not seem to be working; the other one is in use by a LEAF.,Negative
4903,295478,Both turned off this Sunday. I had to crawl away at 7% SoC. ,Negative
4904,295474,Both spots full. ,Negative
4905,295472,All set for the next charge.,Positive
4906,295471,Purple iMiEV ETA 1pm,Positive
4907,295470,Great charging station.  Took the opportunity to check out the solar panels and inverter installed at same location.  Helpful Eaton employee came out and we had a great discussion for 30 mins while I took down 12Kwh gratis on the QC.,Positive
4908,295469,No power last night. Power on this morning. 6 miles added. Had to go. Set cones so no one can get too close on left side. Desk people helpful. ,Positive
4909,295464,"My favorite place to charge between Vancouver and Banff. Nice downtown, lots of places to eat and walk to, visitor center, museum nearby.",Positive
4910,295462,"next to a mall, decent place to stop. probably food etc at the mall",Positive
4911,295460,"I could only charge for 5 or so minutes using the Nema 14-50 before the breaker would trip. It happened twice, maintenance replaced the breaker completely, and then it continued to happen. I only got about 20 miles of charge in 2 hours before I gave up and limped on to Sheridan.  ",Negative
4912,295459,"Just stayed here a week ago. 2 chargers, one tesla, one j1772. both were 80amp. My parking wasn't free though (I was staying at the hotel).",Positive
4913,295457,"Worked great, high power, right in the front. Called ahead and they blocked off the charging space for me; I was staying there.",Positive
4914,295456,"Charged here a few days ago, great location. Note the brothers brew pub (which looks good) does not allow kids! We walked down toward the marina and found Moose Mulligans - it was an okay place to go.",Positive
4915,295454,"Charged a week ago, it was as described. Didn't find a great restaurant close, went to macd",Positive
4916,295452,"Charged there a week ago. Everything still as described, 2 hours, tight if a car is next to you, 32 amps 200 v.",Positive
4917,295451,"Used it a week ago. Super easy, & for once the front desk actually knew the charger policy. Pay about $10.80 canadian for parking, then they give you a garage access card for 24 hours. Easy to find charger. I did worry that the charger is situated such that you can't put too cars side by side - so if someone had finished charging, you couldn't move it to a second car.",Positive
4918,295450,"Correction: ""chargepoint"" is the system for new chargers. ",Positive
4919,295447,2 available now,Positive
4920,295445,"The chargers are located on poles closest to Convention Center Building B.  First pole I tried had problems, so moved to another and was able to charge at 3mph.  Left the car overnight as we stayed at Kalahari.  ",Positive
4921,295444,"Last night I used the fast charger but checked out the new chargers.  They are on CheckPoint system. I had activated for every system the two-years free EZ Charge card that came with Leaf lease, so let's try! Push button to clear screen saver. Tap card. Checking.... Authorization not complete, call 800 number. Called, got rep, provided my User ID, EZ Card number, and charging unit number which I got by selecting Help. She sent signal down line and unit clicked as it unlocked the charger. Good to go! I went back to fast charging and after finishing tried the new unit once more... Authorization not complete, call 800 #. So there are bugs to work out... ",Positive
4922,295443,Enjoying the blueberry festival and heading for Wildcats game in Springhill,Positive
4923,295441,Charged at 77 mi/hr with chamedo,Positive
4924,295435,"No power at unit, blown breaker?.Told an IGA staff member but don't know if he did anything about it.",Negative
4925,295434,Got 136mph while charging our Tesla.  Had lunch at the A&W next door.  Nice town.  Many cars in the parking lot but didn't get ICEd.,Positive
4926,295427,someone please validate this CCS charger,Positive
